16,19,24,41,45,47
16,19,34,35,41,45
06,16,19,41,45,50
02,16,19,41,45,57
16,24,34,35,41,47
06,16,24,41,47,50
02,16,24,41,47,57
06,16,34,35,41,50
02,16,34,35,41,57
02,06,16,41,50,57
19,24,34,35,45,47
06,19,24,45,47,50
02,19,24,45,47,57
06,19,34,35,45,50
02,19,34,35,45,57
02,06,19,45,50,57
06,24,34,35,47,50
02,24,34,35,47,57
02,06,24,47,50,57
02,06,34,35,50,57
09,13,37,38,55,58
09,38,51,55,58,59
09,33,38,43,55,58
09,36,38,42,55,58
09,13,37,38,51,59
09,13,33,37,38,43
09,13,36,37,38,42
09,33,38,43,51,59
09,36,38,42,51,59
09,33,36,38,42,43
13,37,51,55,58,59
13,33,37,43,55,58
13,36,37,42,55,58
33,43,51,55,58,59
36,42,51,55,58,59
33,36,42,43,55,58
13,33,37,43,51,59
13,36,37,42,51,59
13,33,36,37,42,43
33,36,42,43,51,59
03,05,11,48,49,53
03,05,29,40,48,53
03,05,08,48,53,56
03,05,14,28,48,53
03,11,29,40,49,53
03,08,11,49,53,56
03,11,14,28,49,53
03,08,29,40,53,56
03,14,28,29,40,53
03,08,14,28,53,56
05,11,29,40,48,49
05,08,11,48,49,56
05,11,14,28,48,49
05,08,29,40,48,56
05,14,28,29,40,48
05,08,14,28,48,56
08,11,29,40,49,56
11,14,28,29,40,49
08,11,14,28,49,56
08,14,28,29,40,56
20,21,26,27,46,60
17,20,21,27,30,46
01,10,20,21,27,46
20,21,27,31,39,46
17,26,27,30,46,60
01,10,26,27,46,60
26,27,31,39,46,60
01,10,17,27,30,46
17,27,30,31,39,46
01,10,27,31,39,46
17,20,21,26,30,60
01,10,20,21,26,60
20,21,26,31,39,60
01,10,17,20,21,30
17,20,21,30,31,39
01,10,20,21,31,39
01,10,17,26,30,60
17,26,30,31,39,60
01,10,26,31,39,60
01,10,17,30,31,39
07,15,22,23,32,52
04,15,18,23,32,52
12,15,23,32,44,52
15,23,25,32,52,54
04,07,18,22,23,32
07,12,22,23,32,44
07,22,23,25,32,54
04,12,18,23,32,44
04,18,23,25,32,54
12,23,25,32,44,54
04,07,15,18,22,52
07,12,15,22,44,52
07,15,22,25,52,54
04,12,15,18,44,52
04,15,18,25,52,54
12,15,25,44,52,54
04,07,12,18,22,44
04,07,18,22,25,54
07,12,22,25,44,54
04,12,18,25,44,54
