01,13,30,39,52,59
01,13,21,30,31,59
01,11,13,17,30,59
01,13,22,24,30,59
21,30,31,39,52,59
11,17,30,39,52,59
22,24,30,39,52,59
11,17,21,30,31,59
21,22,24,30,31,59
11,17,22,24,30,59
01,13,21,31,39,52
01,11,13,17,39,52
01,13,22,24,39,52
01,11,13,17,21,31
01,13,21,22,24,31
01,11,13,17,22,24
11,17,21,31,39,52
21,22,24,31,39,52
11,17,22,24,39,52
11,17,21,22,24,31
15,46,48,51,56,57
05,23,46,48,51,56
20,28,46,48,51,56
14,46,48,49,51,56
05,15,23,48,51,57
15,20,28,48,51,57
14,15,48,49,51,57
05,20,23,28,48,51
05,14,23,48,49,51
14,20,28,48,49,51
05,15,23,46,56,57
15,20,28,46,56,57
14,15,46,49,56,57
05,20,23,28,46,56
05,14,23,46,49,56
14,20,28,46,49,56
05,15,20,23,28,57
05,14,15,23,49,57
14,15,20,28,49,57
05,14,20,23,28,49
06,27,38,43,47,54
12,33,38,43,47,54
25,38,40,43,47,54
38,41,43,47,53,54
06,12,27,33,38,43
06,25,27,38,40,43
06,27,38,41,43,53
12,25,33,38,40,43
12,33,38,41,43,53
25,38,40,41,43,53
06,12,27,33,47,54
06,25,27,40,47,54
06,27,41,47,53,54
12,25,33,40,47,54
12,33,41,47,53,54
25,40,41,47,53,54
06,12,25,27,33,40
06,12,27,33,41,53
06,25,27,40,41,53
12,25,33,40,41,53
04,09,16,19,44,58
09,16,35,44,55,58
09,16,34,36,44,58
07,09,16,44,45,58
04,16,19,35,44,55
04,16,19,34,36,44
04,07,16,19,44,45
16,34,35,36,44,55
07,16,35,44,45,55
07,16,34,36,44,45
04,09,19,35,55,58
04,09,19,34,36,58
04,07,09,19,45,58
09,34,35,36,55,58
07,09,35,45,55,58
07,09,34,36,45,58
04,19,34,35,36,55
04,07,19,35,45,55
04,07,19,34,36,45
07,34,35,36,45,55
03,10,26,29,32,60
03,10,18,26,32,37
02,03,10,26,32,42
03,08,10,26,32,50
18,26,29,32,37,60
02,26,29,32,42,60
08,26,29,32,50,60
02,18,26,32,37,42
08,18,26,32,37,50
02,08,26,32,42,50
03,10,18,29,37,60
02,03,10,29,42,60
03,08,10,29,50,60
02,03,10,18,37,42
03,08,10,18,37,50
02,03,08,10,42,50
02,18,29,37,42,60
08,18,29,37,50,60
02,08,29,42,50,60
02,08,18,37,42,50
