03,15,26,38,40,59
09,15,38,40,42,59
15,18,38,40,41,59
15,38,40,48,54,59
03,09,15,26,42,59
03,15,18,26,41,59
03,15,26,48,54,59
09,15,18,41,42,59
09,15,42,48,54,59
15,18,41,48,54,59
03,09,26,38,40,42
03,18,26,38,40,41
03,26,38,40,48,54
09,18,38,40,41,42
09,38,40,42,48,54
18,38,40,41,48,54
03,09,18,26,41,42
03,09,26,42,48,54
03,18,26,41,48,54
09,18,41,42,48,54
16,17,24,37,39,50
04,17,24,37,39,51
01,17,24,37,39,46
06,17,24,25,37,39
04,16,24,39,50,51
01,16,24,39,46,50
06,16,24,25,39,50
01,04,24,39,46,51
04,06,24,25,39,51
01,06,24,25,39,46
04,16,17,37,50,51
01,16,17,37,46,50
06,16,17,25,37,50
01,04,17,37,46,51
04,06,17,25,37,51
01,06,17,25,37,46
01,04,16,46,50,51
04,06,16,25,50,51
01,06,16,25,46,50
01,04,06,25,46,51
12,14,20,22,35,55
14,20,22,34,55,58
14,20,21,22,28,55
14,20,22,23,55,56
12,14,20,34,35,58
12,14,20,21,28,35
12,14,20,23,35,56
14,20,21,28,34,58
14,20,23,34,56,58
14,20,21,23,28,56
12,22,34,35,55,58
12,21,22,28,35,55
12,22,23,35,55,56
21,22,28,34,55,58
22,23,34,55,56,58
21,22,23,28,55,56
12,21,28,34,35,58
12,23,34,35,56,58
12,21,23,28,35,56
21,23,28,34,56,58
02,08,31,43,44,49
08,31,43,44,47,53
05,08,13,31,43,44
07,08,27,31,43,44
02,08,44,47,49,53
02,05,08,13,44,49
02,07,08,27,44,49
05,08,13,44,47,53
07,08,27,44,47,53
05,07,08,13,27,44
02,31,43,47,49,53
02,05,13,31,43,49
02,07,27,31,43,49
05,13,31,43,47,53
07,27,31,43,47,53
05,07,13,27,31,43
02,05,13,47,49,53
02,07,27,47,49,53
02,05,07,13,27,49
05,07,13,27,47,53
10,19,32,36,57,60
11,19,30,32,36,57
19,29,32,33,36,57
19,32,36,45,52,57
10,11,30,36,57,60
10,29,33,36,57,60
10,36,45,52,57,60
11,29,30,33,36,57
11,30,36,45,52,57
29,33,36,45,52,57
10,11,19,30,32,60
10,19,29,32,33,60
10,19,32,45,52,60
11,19,29,30,32,33
11,19,30,32,45,52
19,29,32,33,45,52
10,11,29,30,33,60
10,11,30,45,52,60
10,29,33,45,52,60
11,29,30,33,45,52
