02,36,46,48,57,60
07,14,32,37,40,60
04,28,45,48,52,60
01,06,07,08,23,56
16,20,23,29,35,47
04,24,46,52,55,56
10,23,31,33,51,52
11,15,29,37,39,44
07,11,24,36,42,58
06,15,18,33,37,40
04,27,38,40,58,59
18,23,37,39,50,55
06,14,19,20,39,53
10,18,33,38,40,43
06,07,13,17,22,56
30,35,36,38,49,52
07,08,19,23,27,58
14,16,23,30,45,60
06,25,26,35,38,40
06,12,22,28,31,44
06,09,41,54,56,58
10,12,22,25,42,54
14,22,29,32,33,35
21,38,53,56,57,58
07,14,47,54,56,60
15,25,27,45,46,50
03,06,11,27,28,46
01,18,19,29,44,54
10,19,26,35,38,39
10,19,27,31,51,53
08,31,32,33,38,50
01,05,06,37,44,53
50,51,56,57,58,59
12,22,27,37,40,55
04,07,12,22,26,39
06,25,35,43,46,53
18,22,29,34,36,47
10,13,20,37,38,54
04,19,23,29,56,59
04,05,36,40,44,56
08,09,11,25,39,41
33,36,40,44,45,54
08,10,15,23,25,34
06,10,19,24,25,29
10,14,36,53,55,60
04,11,20,30,37,43
06,25,27,35,45,55
02,11,13,26,32,59
03,05,09,40,42,47
03,17,34,35,40,48
05,26,27,34,42,48
24,33,34,35,46,60
10,12,13,20,22,54
12,15,18,30,52,55
08,18,23,37,42,58
07,09,23,33,57,59
05,06,12,15,22,43
13,16,26,35,37,39
02,11,15,30,36,39
01,02,14,37,55,58
10,22,40,46,55,58
13,18,35,40,41,42
06,25,33,42,48,49
01,18,19,33,56,60
07,20,26,37,38,39
12,21,25,37,38,49
04,35,43,46,47,53
02,18,19,23,34,53
03,14,24,27,38,56
05,10,32,38,48,49
08,11,18,37,40,51
10,11,12,37,38,59
11,13,15,17,22,27
08,14,27,34,52,54
04,16,19,31,33,44
16,29,35,43,49,56
06,11,13,19,24,51
09,24,28,45,49,51
02,08,18,27,38,60
05,15,20,27,30,58
01,10,11,13,35,49
02,08,18,37,56,58
04,06,17,34,51,57
03,13,40,44,46,50
02,10,12,27,45,56
11,13,16,24,31,46
03,27,36,39,40,43
08,38,44,50,56,60
19,22,29,41,44,59
04,12,16,34,44,49
05,10,12,18,25,33
01,41,44,46,54,58
17,39,43,46,52,53
11,14,21,25,46,50
17,25,30,35,42,57
04,19,27,35,40,44
01,09,19,21,34,54
04,28,29,30,43,52
11,12,20,40,41,46
19,21,26,31,42,49
13,20,24,25,38,41
08,10,17,29,37,40
03,11,15,21,27,49
14,15,47,50,56,59
02,11,20,31,43,47
01,31,44,46,53,58
07,12,24,27,39,58
01,07,28,30,44,46
11,16,24,46,54,55
06,12,31,32,46,60
13,16,36,53,54,55
02,03,06,18,20,28
05,18,30,35,39,60
19,20,26,51,52,57
06,21,34,46,54,59
09,23,28,40,48,59
01,08,11,22,30,35
01,02,11,12,34,49
04,13,14,21,30,34
14,23,29,41,57,58
17,20,26,36,42,54
10,11,17,19,37,41
07,40,44,50,52,57
02,12,35,51,57,58
07,16,21,33,55,60
06,08,28,51,53,59
16,18,31,39,42,44
17,19,37,41,42,49
08,15,32,33,58,59
21,23,37,44,46,48
23,24,26,38,42,49
02,14,18,29,36,38
26,29,36,49,50,59
08,13,28,31,32,33
07,25,41,47,50,53
02,06,27,37,44,47
01,06,23,26,39,49
31,33,34,35,39,48
09,27,35,45,46,59
14,26,35,38,45,53
01,19,46,47,49,53
08,09,10,24,42,44
11,16,22,30,34,42
08,18,20,24,36,45
16,17,25,47,48,58
05,37,43,49,54,56
03,19,34,44,56,58
27,37,38,43,45,54
01,04,25,27,29,37
07,34,45,51,54,59
10,21,24,36,38,51
12,13,19,36,44,55
09,24,28,37,43,57
02,09,42,44,48,50
10,15,34,36,56,60
07,25,32,43,53,55
08,23,25,39,43,44
09,11,14,31,48,51
02,16,21,42,50,56
02,13,24,35,50,54
10,12,16,21,28,38
01,08,19,33,36,48
19,22,39,46,47,59
13,26,30,34,43,51
15,36,45,51,52,59
09,18,19,22,42,47
12,18,19,27,41,46
10,11,16,21,46,50
02,17,21,28,51,60
04,11,16,22,29,33
05,09,20,25,35,53
04,08,26,33,46,53
07,16,37,53,57,59
07,08,22,27,29,42
08,16,20,21,31,34
14,24,32,38,46,53
01,25,27,28,41,56
03,11,29,35,44,57
01,11,34,36,44,56
15,23,30,35,38,44
11,15,28,36,43,55
03,13,23,41,49,53
11,29,37,38,43,60
17,34,46,49,50,57
01,28,29,32,35,56
12,21,28,37,42,57
06,27,38,42,45,57
06,10,11,43,53,55
16,25,30,40,45,49
22,25,28,32,33,47
11,17,24,25,33,34
27,36,40,41,44,54
23,26,51,52,53,58
05,07,10,32,46,60
04,10,18,30,34,47
01,19,21,23,33,43
10,24,42,43,48,49
10,14,16,30,32,36
06,16,22,38,48,52
08,28,36,45,57,59
